"Model" "norm" "sstd" "dm"
"1" "apArch" 0.265359521474459 NA NA
"2" "arch" 12.596444418058 0.514502230644001 0.218780356567402
"3" "eGarch" 0.229545813488883 0.231014025035332 0.130272562660426
"4" "EWMA" 0.22619754274644 0.223136834388706 0.267105243801712
"5" "garch" 0.311056057025207 0.296368082607738 0.494837403648097
"6" "gjrGarch" 0.259976764926841 NA NA
