"ModelName" "fit.roll" "fit.mov3"
"1" "arch" 31.3614004992327 86.3731380221749
"2" "garch" 1.20969100888832 1.20476036384668
"3" "eGarch" 1.1466102516869 1.1430060799964
"4" "gjrGarch" 1.17183242232574 1.16723790116279
"5" "EWMA" 1.14976043908952 1.14960420096073
"6" "apArch" 1.17687871038649 1.16033868039902
