"ModelName" "5" "20" "60" "252"
"1" "arch" 17.9750800057115 49.786162341787 31.2580170276369 26.3827936550404
"2" "garch" 2.45747231080326 2.45550686824779 2.44369306053227 2.43533797997734
"3" "eGarch" 2.4367643236938 2.44147428759575 2.43546855292415 2.44514585356002
"4" "gjrGarch" 2.44696754801958 2.44842092198977 2.45104266714893 2.4473496391799
"5" "EWMA" 2.46430358753645 2.46787188232367 2.45576965066578 2.45628824503113
"6" "apArch" 2.45905245644529 2.46502974925914 2.46666225698378 2.45984987537257
