"ModelName" "norm" "sstd"
"1" "arch" 9.59273088869548 1.73694205280388
"2" "garch" 1.58208915284102 1.58088186918861
"3" "eGarch" 1.58370880879428 1.5866201704156
"4" "gjrGarch" 1.60241619192962 1.60429745591399
"5" "EWMA" 1.58463900700962 1.58513879017941
"6" "apArch" 1.65203094955148 1.65748943646167
