"ModelName" "fit.roll" "fit.mov2" "fit.mov5"
"1" "arch" 7.87141743452637 8.70166628719418 26.3827936550404
"2" "garch" 2.43372393055848 2.42690428510536 2.43533797997734
"3" "eGarch" 2.44534150775768 Inf 2.44514585356002
"4" "gjrGarch" 2.44706681936703 2.55577130895848 2.4473496391799
"5" "EWMA" 2.46025617951292 2.44435061183671 2.45628824503113
"6" "apArch" 2.45876203384224 2.42414131618534 2.45984987537257
