"ModelName" "fit.roll" "fit.mov2" "fit.mov5"
"1" "arch" 9.59273088869548 7.18290900815153 12.6341121183488
"2" "garch" 1.58208915284102 1.58931526336571 1.57496666106177
"3" "eGarch" 1.58370880879428 Inf 1.5781615770907
"4" "gjrGarch" 1.60241619192962 1.62359252703167 1.59712089049099
"5" "EWMA" 1.58463900700962 1.59499288499176 1.58393381996962
"6" "apArch" 1.65203094955148 1.63418778186498 1.64973256493306
