"ModelName" "fit.roll" "fit.mov3"
"1" "arch" 12.596444418058 4.28254893808168
"2" "garch" 0.311056057025207 0.303017368059233
"3" "eGarch" 0.229545813488883 0.235877616376192
"4" "gjrGarch" 0.259976764926841 0.25512711855102
"5" "EWMA" 0.22619754274644 0.225815749368092
"6" "apArch" 0.265359521474459 0.252571758632734
