"ModelName" "fit.roll" "fit.mov2" "fit.mov5"
"1" "arch" 6.81088601462631 29.9939911085271 17.9750800057115
"2" "garch" 2.43580713978805 2.45922635532155 2.45747231080326
"3" "eGarch" 2.43971485924379 2.47418076240639 2.4367643236938
"4" "gjrGarch" 2.44565533227854 2.46250367657121 2.44696754801958
"5" "EWMA" 2.45616513947169 2.46856834133752 2.46430358753645
"6" "apArch" 2.44891572084289 2.45127116126046 2.45905245644529
