"ModelName" "fit.roll" "fit.mov2" "fit.mov5"
"1" "arch" 7.09803647963682 6.41129928848798 6.71681738917611
"2" "garch" 1.58186724820523 1.58827665502194 1.57809495771756
"3" "eGarch" 1.58227770124924 1.60976315380738 1.57624749408428
"4" "gjrGarch" 1.60071252251466 1.58248310587938 1.58965171487111
"5" "EWMA" 1.58413301483044 1.59175027819172 1.58363784554376
"6" "apArch" 1.64617299191344 1.63487784322129 1.6330306814144
